id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
87719193,2021-07-18 11:31:23,2021-07-18,2021-07-18 08:31:23 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:02:22 +0000,2021-07-19 15:32:14 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719193,https://inaturalist-open-data.s3.amazonaws.com/photos/144654566/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4832229614,38.6106529233,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ландыш майский,Convallaria majalis,Ландыш майский,Plantae,48206,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Convallarieae,,Convallaria,,Convallaria majalis,,,,
87719311,2021-07-18 11:30:47,2021-07-18,2021-07-18 08:30:47 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:03:31 +0000,2021-07-19 17:23:38 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719311,https://inaturalist-open-data.s3.amazonaws.com/photos/144654776/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4832534789,38.6111068725,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Орляк сосняковый,Pteridium pinetorum,Орляк сосняковый,Plantae,841645,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,Dennstaedtiaceae,,,,,Pteridium,,Pteridium pinetorum,,,,
87719467,2021-07-18 11:28:22,2021-07-18,2021-07-18 08:28:22 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:04:48 +0000,2021-07-19 15:48:10 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719467,https://inaturalist-open-data.s3.amazonaws.com/photos/144655032/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4832572936,38.6110191344,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Черника,Vaccinium myrtillus,Черника,Plantae,127029,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinieae,,Vaccinium,,Vaccinium myrtillus,,,,
87719651,2021-07-18 11:27:44,2021-07-18,2021-07-18 08:27:44 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:06:34 +0000,2021-07-19 16:48:03 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719651,https://inaturalist-open-data.s3.amazonaws.com/photos/144655405/medium.jpeg,,"",,2,0,false,2,"Московская обл., Россия, 140221",55.4831848144,38.611011505,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Хвощ лесной,Equisetum sylvaticum,Хвощ лесной,Plantae,118537,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,,,Equisetum,,Equisetum sylvaticum,,,,
87719772,2021-07-18 11:26:06,2021-07-18,2021-07-18 08:26:06 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:07:36 +0000,2021-07-19 15:14:14 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719772,https://inaturalist-open-data.s3.amazonaws.com/photos/144655582/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.483364105,38.6108818053,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Иван-да-марья,Melampyrum nemorosum,Иван-да-марья,Plantae,57500,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Rhinantheae,,Melampyrum,,Melampyrum nemorosum,,,,
87719848,2021-07-18 11:24:37,2021-07-18,2021-07-18 08:24:37 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:08:27 +0000,2021-07-19 15:14:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719848,https://inaturalist-open-data.s3.amazonaws.com/photos/144655768/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4831695556,38.6107482908,,,,,,,open,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Дуб черешчатый,Quercus robur,Дуб черешчатый,Plantae,56133,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,Quercus,,Quercus robur,,,,
87719989,2021-07-18 11:22:36,2021-07-18,2021-07-18 08:22:36 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:09:57 +0000,2021-07-19 17:23:55 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87719989,https://inaturalist-open-data.s3.amazonaws.com/photos/144656094/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4833946228,38.6109771728,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Золотарник обыкновенный,Solidago virgaurea,Золотарник обыкновенный,Plantae,118850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,Solidago virgaurea,,,,
87720275,2021-07-18 11:21:36,2021-07-18,2021-07-18 08:21:36 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:12:43 +0000,2021-07-19 19:06:36 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87720275,https://inaturalist-open-data.s3.amazonaws.com/photos/144656692/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4833564756,38.6110610961,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,hop trefoil,Trifolium campestre,Клевер полевой,Plantae,57076,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,Trifolium campestre,,,,
87720579,2021-07-18 11:18:25,2021-07-18,2021-07-18 08:18:25 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:15:47 +0000,2021-07-19 17:28:48 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87720579,https://inaturalist-open-data.s3.amazonaws.com/photos/144657414/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4833106994,38.6112289428,,,,,,,open,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ситник развесистый,Juncus effusus,Ситник развесистый,Plantae,56153,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,,,Juncus,,Juncus effusus,,,,
87720933,2021-07-18 11:15:38,2021-07-18,2021-07-18 08:15:38 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:18:51 +0000,2021-07-19 22:54:52 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87720933,https://inaturalist-open-data.s3.amazonaws.com/photos/144658155/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4834365844,38.6112899778,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ольха чёрная,Alnus glutinosa,Ольха чёрная,Plantae,966205,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,,,Alnus,,Alnus glutinosa,,,,
87721189,2021-07-18 11:13:09,2021-07-18,2021-07-18 08:13:09 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:20:20 +0000,2021-07-19 15:57:15 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87721189,https://inaturalist-open-data.s3.amazonaws.com/photos/144658487/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4834327697,38.6112670897,,,,,,,open,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Кипрей узколистный,Chamaenerion angustifolium,Иван-чай узколистный,Plantae,564969,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Chamaenerion,,Chamaenerion angustifolium,,,,
87721334,2021-07-18 11:12:36,2021-07-18,2021-07-18 08:12:36 +0000,St. Petersburg,4473463,elizaveta_boldinova,Veta Nova,2021-07-19 15:21:30 +0000,2021-07-19 17:20:41 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/87721334,https://inaturalist-open-data.s3.amazonaws.com/photos/144658768/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.4835128783,38.6113548278,,,,,,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Короставник полевой,Knautia arvensis,Короставник полевой,Plantae,129115,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,,,Knautia,,Knautia arvensis,,,,
88909885,2021-07-28 8:46:24 AM GMT+03:00,2021-07-28,2021-07-28 05:46:24 +0000,Baghdad,3502221,naturalist40722,Сергей Саввин,2021-07-28 05:48:11 +0000,2021-09-05 13:23:17 +0000,research,,https://www.inaturalist.org/observations/88909885,https://static.inaturalist.org/photos/146762061/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.48908252,38.65858693,8,,,,8,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Centaurea phrygia pseudophrygia,Centaurea phrygia pseudophrygia,Василёк ложнофригийский,Plantae,448080,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Centaurea,,Centaurea phrygia,,Centaurea phrygia pseudophrygia,,
90253450,2021/08/04 9:31 AM MSK,2021-08-04,2021-08-04 06:31:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:12:12 +0000,2021-08-07 13:54:10 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253450,https://inaturalist-open-data.s3.amazonaws.com/photos/149142442/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5123361111,38.73405,4,,,,4,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Зимолюбка зонтичная,Chimaphila umbellata,Зимолюбка зонтичная,Plantae,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Chimaphila,,Chimaphila umbellata,,,,
90253588,2021/08/04 9:33 AM MSK,2021-08-04,2021-08-04 06:33:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:13:35 +0000,2021-08-07 13:54:14 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253588,https://inaturalist-open-data.s3.amazonaws.com/photos/149142631/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5122305556,38.734025,14,,,,14,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Купена душистая,Polygonatum odoratum,Купена душистая,Plantae,61454,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Polygonateae,,Polygonatum,,Polygonatum odoratum,,,,
90253676,2021/08/04 9:33 AM MSK,2021-08-04,2021-08-04 06:33:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:14:37 +0000,2021-08-07 13:54:06 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253676,https://inaturalist-open-data.s3.amazonaws.com/photos/149142794/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5122861111,38.7339555556,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Золотарник обыкновенный,Solidago virgaurea,Золотарник обыкновенный,Plantae,118850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,Solidago virgaurea,,,,
90253781,2021/08/04 9:33 AM MSK,2021-08-04,2021-08-04 06:33:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:15:20 +0000,2021-08-07 15:23:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253781,https://inaturalist-open-data.s3.amazonaws.com/photos/149142888/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5122722222,38.7338722222,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Брусника,Vaccinium vitis-idaea,Брусника,Plantae,56312,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinieae,,Vaccinium,,Vaccinium vitis-idaea,,,,
90253831,2021/08/04 9:34 AM MSK,2021-08-04,2021-08-04 06:34:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:16:02 +0000,2021-08-07 13:50:53 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253831,https://inaturalist-open-data.s3.amazonaws.com/photos/149142985/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5122444444,38.7338027778,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Короставник полевой,Knautia arvensis,Короставник полевой,Plantae,129115,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,,,Knautia,,Knautia arvensis,,,,
90253896,2021/08/04 9:34 AM MSK,2021-08-04,2021-08-04 06:34:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 13:16:41 +0000,2021-08-07 13:52:07 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90253896,https://inaturalist-open-data.s3.amazonaws.com/photos/149143094/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5123222222,38.7337222222,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Щитовник мужской,Dryopteris filix-mas,Щитовник мужской,Plantae,76721,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,Dryopteris,,Dryopteris filix-mas,,,,
90259547,2021/08/04 9:35 AM MSK,2021-08-04,2021-08-04 06:35:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 14:11:58 +0000,2021-08-07 14:20:34 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90259547,https://inaturalist-open-data.s3.amazonaws.com/photos/149153331/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5123138889,38.7336722222,4,,,,4,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Щитовник картузианский,Dryopteris carthusiana,Щитовник картузианский,Plantae,82564,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,Dryopteris,,Dryopteris carthusiana,,,,
90259626,2021/08/04 9:37 AM MSK,2021-08-04,2021-08-04 06:37:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 14:12:40 +0000,2021-08-08 16:13:13 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90259626,https://inaturalist-open-data.s3.amazonaws.com/photos/149153466/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5120472222,38.7340972222,55,,,,55,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,interrupted clubmoss,Spinulum annotinum,Плаун годичный,Plantae,204168,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Spinulum,,Spinulum annotinum,,,,
90265824,2021/08/04 9:37 AM MSK,2021-08-04,2021-08-04 06:37:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:04:43 +0000,2021-08-07 15:38:12 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90265824,https://inaturalist-open-data.s3.amazonaws.com/photos/149163990/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.51205,38.7341194444,6,,,,6,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,pipsissewa,Chimaphila umbellata,Зимолюбка зонтичная,Plantae,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Chimaphila,,Chimaphila umbellata,,,,
90267873,2021/08/04 9:38 AM MSK,2021-08-04,2021-08-04 06:38:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:20:38 +0000,2021-08-08 16:13:09 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90267873,https://inaturalist-open-data.s3.amazonaws.com/photos/149167601/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5117305556,38.7341083333,11,,,,11,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,stag's-horn clubmoss,Lycopodium clavatum,Плаун булавовидный,Plantae,77914,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Lycopodium,,Lycopodium clavatum,,,,
90268051,2021/08/04 9:41 AM MSK,2021-08-04,2021-08-04 06:41:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:21:54 +0000,2021-08-08 16:13:07 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90268051,https://inaturalist-open-data.s3.amazonaws.com/photos/149167889/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5115444444,38.7336055556,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,northern ground-cedar,Diphasiastrum complanatum,Дифазиаструм сплюснутый,Plantae,82391,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Diphasiastrum,,Diphasiastrum complanatum,,,,
90268326,2021/08/04 9:43 AM MSK,2021-08-04,2021-08-04 06:43:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:24:03 +0000,2021-08-08 16:12:59 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90268326,https://inaturalist-open-data.s3.amazonaws.com/photos/149168400/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5113333333,38.7336083333,21,,,,21,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,green-flowered wintergreen,Pyrola chlorantha,Грушанка зеленоцветковая,Plantae,63802,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Pyrola,,Pyrola chlorantha,,,,
90268571,2021/08/04 9:44 AM MSK,2021-08-04,2021-08-04 06:44:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:25:48 +0000,2021-08-07 15:35:48 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90268571,https://inaturalist-open-data.s3.amazonaws.com/photos/149168801/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5113638889,38.7338138889,14,,,,14,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Кошачья лапка двудомная,Antennaria dioica,Кошачья лапка двудомная,Plantae,51893,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gnaphalieae,Gnaphaliinae,Antennaria,,Antennaria dioica,,,,
90268789,2021/08/04 9:44 AM MSK,2021-08-04,2021-08-04 06:44:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:27:28 +0000,2021-08-08 12:38:40 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90268789,https://inaturalist-open-data.s3.amazonaws.com/photos/149169104/medium.jpeg,,"",??,2,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.51135,38.7337916667,17,,,,17,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Дикранум многоножковый,Dicranum polysetum,Дикранум многоножковый,Plantae,161868,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,,,Dicranum,,Dicranum polysetum,,,,
90268893,2021/08/04 9:44 AM MSK,2021-08-04,2021-08-04 06:44:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 15:28:15 +0000,2021-08-07 15:34:26 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90268893,https://inaturalist-open-data.s3.amazonaws.com/photos/149169361/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.51135,38.7337138889,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Ландыш майский,Convallaria majalis,Ландыш майский,Plantae,48206,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Convallarieae,,Convallaria,,Convallaria majalis,,,,
90300062,2021/08/04 9:45 AM MSK,2021-08-04,2021-08-04 06:45:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:30:06 +0000,2021-08-08 12:10:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90300062,https://inaturalist-open-data.s3.amazonaws.com/photos/149223869/medium.jpeg,,"",и примесь дикранума,2,0,false,,"Воскресенский р-н, Московская обл., Россия",55.511325,38.7337222222,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Плеврозиум Шребера,Pleurozium schreberi,Плеврозиум Шребера,Plantae,130677,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,,,Pleurozium,,Pleurozium schreberi,,,,
90300157,2021/08/04 9:46 AM MSK,2021-08-04,2021-08-04 06:46:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:30:58 +0000,2021-08-07 19:35:40 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90300157,https://inaturalist-open-data.s3.amazonaws.com/photos/149224104/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5112722222,38.733475,13,,,,13,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Полынь полевая,Artemisia campestris,Полынь полевая,Plantae,127960,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Artemisiinae,Artemisia,,Artemisia campestris,,,,
90300445,2021/08/04 9:51 AM MSK,2021-08-04,2021-08-04 06:51:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:33:30 +0000,2021-08-08 08:23:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90300445,https://inaturalist-open-data.s3.amazonaws.com/photos/149224688/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5114361111,38.7327805556,4,,,,4,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Очитник наибольший,Hylotelephium maximum,Очитник наибольший,Plantae,775404,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Telephieae,,Hylotelephium,,Hylotelephium maximum,,,,
90302861,2021/08/04 9:50 AM MSK,2021-08-04,2021-08-04 06:50:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:53:56 +0000,2021-08-07 20:12:00 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90302861,https://inaturalist-open-data.s3.amazonaws.com/photos/149228917/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.511275,38.7330555556,16,,,,16,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Тысячелистник обыкновенный,Achillea millefolium,Тысячелистник обыкновенный,Plantae,52821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea millefolium,,,,
90303042,2021/08/04 9:55 AM MSK,2021-08-04,2021-08-04 06:55:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:55:20 +0000,2021-08-07 20:11:59 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90303042,https://inaturalist-open-data.s3.amazonaws.com/photos/149229219/medium.jpeg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5112583333,38.7334638889,19,,,,19,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Икотник серо-зелёный,Berteroa incana,Икотник серо-зелёный,Plantae,75762,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Alysseae,,Berteroa,,Berteroa incana,,,,
90303210,2021/08/04 9:57 AM MSK,2021-08-04,2021-08-04 06:57:00 +0000,Moscow,3934057,elenasuslova,,2021-08-07 19:56:34 +0000,2021-08-07 20:11:56 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/90303210,https://inaturalist-open-data.s3.amazonaws.com/photos/149229382/medium.jpeg,,"",,1,0,false,,"Орехово-Зуевский р-н, Московская обл., Россия",55.5120611111,38.7336722222,24,,,,24,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Колокольчик персиколистный,Campanula persicifolia,Колокольчик персиколистный,Plantae,159764,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,,,Campanula,,Campanula persicifolia,,,,
